alpha,beta,m,resolution,microservice_threshold,partitions
0.7000000000000001,0.29999999999999993,1.5,4.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['CartItem.java', 'Cart.java', 'CartActionBean.java'], 5: ['Product.java', 'LineItem.java', 'Item.java'], 6: ['CartActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 7: ['Category.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.7000000000000001,0.29999999999999993,2.0,4.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['CartItem.java', 'Cart.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java'], 6: ['CartActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 7: ['Category.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.7000000000000001,0.29999999999999993,2.5,4.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['CartItem.java', 'Cart.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['CartActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 7: ['Category.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.7000000000000001,0.29999999999999993,3.0,4.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CartItem.java', 'Cart.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['CartActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 7: ['Category.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'Product.java', 'LineItem.java', 'Item.java']}"
0.7000000000000001,0.29999999999999993,3.5,4.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CartItem.java', 'Cart.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['CartActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 7: ['Category.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java']}"
0.7000000000000001,0.29999999999999993,4.0,4.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CartItem.java', 'Cart.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['CartActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 7: ['Category.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java']}"
0.7000000000000001,0.29999999999999993,4.5,4.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CartItem.java', 'Cart.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['CartActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 7: ['Category.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java']}"
0.7000000000000001,0.29999999999999993,5.0,4.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 4: ['CartItem.java', 'Cart.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 6: ['CartActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 7: ['Category.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java']}"
0.8,0.19999999999999996,1.0,4.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'Order.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java'], 2: ['AccountService.java', 'AccountMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['CartItem.java', 'Cart.java'], 5: ['Product.java', 'LineItem.java', 'Item.java'], 6: ['CartActionBean.java', 'CartItem.java', 'Cart.java'], 7: ['Category.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.8,0.19999999999999996,1.5,4.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['CartItem.java', 'Cart.java', 'CartActionBean.java'], 5: ['Product.java', 'LineItem.java', 'Item.java'], 6: ['CartActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 7: ['Category.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
0.8,0.19999999999999996,2.0,4.0,9,"{0: ['Account.java', 'AccountActionBean.java', 'Order.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 1: ['AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'Account.java', 'AccountActionBean.java', 'Order.java', 'AccountService.java', 'AccountMapper.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 2: ['AccountService.java', 'AccountMapper.java'], 3: ['CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java'], 4: ['CartItem.java', 'Cart.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartActionBean.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 5: ['Product.java', 'LineItem.java', 'Item.java'], 6: ['CartActionBean.java', 'AbstractActionBean.java', 'CatalogActionBean.java', 'OrderActionBean.java', 'CategoryMapper.java', 'ItemMapper.java', 'CatalogService.java', 'ProductMapper.java', 'CartItem.java', 'Cart.java', 'Product.java', 'LineItem.java', 'Item.java', 'Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java'], 7: ['Category.java'], 8: ['Sequence.java', 'LineItemMapper.java', 'OrderMapper.java', 'OrderService.java', 'SequenceMapper.java']}"
